graph_name,red_endpoints_l2_05,blue_endpoints_l2_05,red_staircases_l2_05,blue_staircases_l2_05,total_staircases_l2_05,red_staircases_l2_0,blue_staircases_l2_0,total_staircases_l2_0,number_of_nodes,number_of_edges,total_red_nodes,total_blue_nodes,avg_degree,max_degree,density
partitioned_grafo10252.96,0,0,0,0,0,0,0,0,96,134,12,84,2.7917,8,0.0294
partitioned_grafo10253.97,0,0,0,0,0,0,0,0,97,125,8,89,2.5773,7,0.0268
partitioned_grafo10254.94,0,0,0,0,0,0,0,0,94,127,83,11,2.7021,8,0.0291
partitioned_grafo10255.93,0,0,0,0,0,0,0,0,93,125,85,8,2.6882,6,0.0292
partitioned_grafo10256.96,0,0,0,0,0,0,0,0,96,127,15,81,2.6458,8,0.0279
partitioned_grafo10257.100,0,0,0,0,0,0,0,0,100,124,11,89,2.48,6,0.0251
partitioned_grafo10258.96,0,0,0,0,0,0,0,0,96,131,9,87,2.7292,9,0.0287
partitioned_grafo10259.100,0,0,0,0,0,0,0,0,100,141,4,96,2.82,9,0.0285
partitioned_grafo1026.26,7,5,1,1,2,7,1,8,26,36,22,4,2.7692,8,0.1108
partitioned_grafo10260.98,0,0,0,0,0,0,0,0,98,130,83,15,2.6531,9,0.0274
partitioned_grafo10261.96,0,0,0,0,0,0,0,0,96,123,10,86,2.5625,8,0.027
partitioned_grafo10262.100,0,0,0,0,0,0,0,0,100,136,84,16,2.72,11,0.0275
partitioned_grafo10263.97,0,0,0,0,0,0,0,0,97,123,34,63,2.5361,10,0.0264
partitioned_grafo10264.99,0,0,0,0,0,0,0,0,99,127,21,78,2.5657,7,0.0262
partitioned_grafo10265.100,0,0,0,0,0,0,0,0,100,137,58,42,2.74,6,0.0277
partitioned_grafo10266.94,0,0,0,0,0,0,0,0,94,140,73,21,2.9787,8,0.032
partitioned_grafo10267.95,0,0,0,0,0,0,0,0,95,125,66,29,2.6316,8,0.028
partitioned_grafo10268.97,0,0,0,0,0,0,0,0,97,134,90,7,2.7629,8,0.0288
partitioned_grafo10269.99,0,0,0,0,0,0,0,0,99,138,10,89,2.7879,10,0.0284
partitioned_grafo1027.11,0,0,0,0,0,0,0,0,11,13,2,9,2.3636,4,0.2364
partitioned_grafo10270.93,0,0,0,0,0,0,0,0,93,134,86,7,2.8817,8,0.0313
partitioned_grafo10271.100,0,0,0,0,0,0,0,0,100,132,11,89,2.64,10,0.0267
partitioned_grafo10273.97,0,0,0,0,0,0,0,0,97,136,61,36,2.8041,8,0.0292
partitioned_grafo10274.99,0,0,0,0,0,0,0,0,99,132,13,86,2.6667,7,0.0272
partitioned_grafo10275.97,0,0,0,0,0,0,0,0,97,147,84,13,3.0309,11,0.0316
partitioned_grafo10276.41,17,19,3,3,6,2,8,10,41,55,7,34,2.6829,6,0.0671
partitioned_grafo10277.35,0,0,0,0,0,0,0,0,35,45,4,31,2.5714,8,0.0756
partitioned_grafo10278.40,6,6,1,1,2,13,0,13,40,55,36,4,2.75,8,0.0705
partitioned_grafo10279.32,18,18,3,3,6,3,7,10,32,37,12,20,2.3125,5,0.0746
partitioned_grafo1028.16,8,10,1,1,2,1,5,6,16,22,3,13,2.75,5,0.1833
partitioned_grafo10280.37,27,27,4,5,9,0,0,0,37,48,10,27,2.5946,5,0.0721
partitioned_grafo10281.34,26,28,4,5,9,4,6,10,34,42,13,21,2.4706,7,0.0749
partitioned_grafo10282.40,16,56,2,10,12,2,10,12,40,59,7,33,2.95,8,0.0756
partitioned_grafo10283.92,0,0,0,0,0,0,0,0,92,131,82,10,2.8478,8,0.0313
partitioned_grafo10284.36,0,0,0,0,0,0,0,0,36,48,13,23,2.6667,5,0.0762
partitioned_grafo10285.39,19,47,3,8,11,5,8,13,39,59,14,25,3.0256,8,0.0796
partitioned_grafo10286.97,0,0,0,0,0,0,0,0,97,130,86,11,2.6804,8,0.0279
partitioned_grafo10287.92,0,0,0,0,0,0,0,0,92,111,13,79,2.413,8,0.0265
partitioned_grafo10288.95,0,0,0,0,0,0,0,0,95,140,4,91,2.9474,8,0.0314
partitioned_grafo10289.99,0,0,0,0,0,0,0,0,99,125,7,92,2.5253,7,0.0258
partitioned_grafo1029.16,11,13,2,2,4,2,3,5,16,16,7,9,2,4,0.1333
partitioned_grafo10290.95,0,0,0,0,0,0,0,0,95,125,30,65,2.6316,10,0.028
partitioned_grafo10291.93,0,0,0,0,0,0,0,0,93,137,7,86,2.9462,8,0.032
partitioned_grafo10292.100,0,0,0,0,0,0,0,0,100,140,5,95,2.8,7,0.0283
partitioned_grafo10293.99,0,0,0,0,0,0,0,0,99,135,17,82,2.7273,7,0.0278
partitioned_grafo10294.100,0,0,0,0,0,0,0,0,100,134,18,82,2.68,8,0.0271
partitioned_grafo10295.95,0,0,0,0,0,0,0,0,95,131,60,35,2.7579,8,0.0293
partitioned_grafo10296.100,0,0,0,0,0,0,0,0,100,130,18,82,2.6,6,0.0263
partitioned_grafo10297.98,0,0,0,0,0,0,0,0,98,142,17,81,2.898,8,0.0299
partitioned_grafo10298.97,0,0,0,0,0,0,0,0,97,143,64,33,2.9485,12,0.0307
partitioned_grafo10299.94,0,0,0,0,0,0,0,0,94,132,15,79,2.8085,8,0.0302
partitioned_grafo1030.15,6,6,1,1,2,1,3,4,15,16,5,10,2.1333,3,0.1524
partitioned_grafo10300.94,0,0,0,0,0,0,0,0,94,119,15,79,2.5319,9,0.0272
partitioned_grafo10301.94,0,0,0,0,0,0,0,0,94,133,18,76,2.8298,7,0.0304
partitioned_grafo10302.96,0,0,0,0,0,0,0,0,96,130,59,37,2.7083,9,0.0285
partitioned_grafo10303.96,0,0,0,0,0,0,0,0,96,142,72,24,2.9583,9,0.0311
partitioned_grafo10304.94,0,0,0,0,0,0,0,0,94,112,10,84,2.383,6,0.0256
partitioned_grafo10305.100,0,0,0,0,0,0,0,0,100,140,6,94,2.8,9,0.0283
partitioned_grafo10306.95,0,0,0,0,0,0,0,0,95,129,57,38,2.7158,7,0.0289
partitioned_grafo10307.99,0,0,0,0,0,0,0,0,99,125,17,82,2.5253,7,0.0258
partitioned_grafo10308.96,0,0,0,0,0,0,0,0,96,125,10,86,2.6042,8,0.0274
partitioned_grafo10309.94,0,0,0,0,0,0,0,0,94,132,52,42,2.8085,10,0.0302
partitioned_grafo1031.16,7,5,1,1,2,3,1,4,16,17,11,5,2.125,3,0.1417
partitioned_grafo10310.93,0,0,0,0,0,0,0,0,93,117,85,8,2.5161,6,0.0273
partitioned_grafo10311.91,0,0,0,0,0,0,0,0,91,112,12,79,2.4615,7,0.0274
partitioned_grafo10312.91,0,0,0,0,0,0,0,0,91,116,5,86,2.5495,7,0.0283
partitioned_grafo10313.94,0,0,0,0,0,0,0,0,94,118,7,87,2.5106,9,0.027
partitioned_grafo10314.96,0,0,0,0,0,0,0,0,96,124,26,70,2.5833,9,0.0272
partitioned_grafo10315.98,0,0,0,0,0,0,0,0,98,127,8,90,2.5918,8,0.0267
partitioned_grafo10316.100,0,0,0,0,0,0,0,0,100,134,8,92,2.68,9,0.0271
partitioned_grafo10317.91,0,0,0,0,0,0,0,0,91,123,10,81,2.7033,8,0.03
partitioned_grafo10318.98,0,0,0,0,0,0,0,0,98,137,71,27,2.7959,8,0.0288
partitioned_grafo10319.92,0,0,0,0,0,0,0,0,92,124,11,81,2.6957,8,0.0296
partitioned_grafo1032.10,6,6,1,1,2,1,1,2,10,9,5,5,1.8,3,0.2
partitioned_grafo10320.95,0,0,0,0,0,0,0,0,95,130,5,90,2.7368,6,0.0291
partitioned_grafo10321.97,0,0,0,0,0,0,0,0,97,134,14,83,2.7629,9,0.0288
partitioned_grafo10322.97,0,0,0,0,0,0,0,0,97,133,91,6,2.7423,6,0.0286
partitioned_grafo10323.97,0,0,0,0,0,0,0,0,97,128,15,82,2.6392,7,0.0275
partitioned_grafo10324.99,0,0,0,0,0,0,0,0,99,118,32,67,2.3838,7,0.0243
partitioned_grafo10325.96,0,0,0,0,0,0,0,0,96,141,4,92,2.9375,9,0.0309
partitioned_grafo10326.93,0,0,0,0,0,0,0,0,93,127,79,14,2.7312,8,0.0297
partitioned_grafo10327.97,0,0,0,0,0,0,0,0,97,140,18,79,2.8866,7,0.0301
partitioned_grafo10328.92,0,0,0,0,0,0,0,0,92,111,64,28,2.413,8,0.0265
partitioned_grafo10329.97,0,0,0,0,0,0,0,0,97,135,14,83,2.7835,10,0.029
partitioned_grafo1033.24,20,22,3,4,7,4,3,7,24,27,13,11,2.25,6,0.0978
partitioned_grafo10330.96,0,0,0,0,0,0,0,0,96,124,18,78,2.5833,9,0.0272
partitioned_grafo10331.100,0,0,0,0,0,0,0,0,100,134,6,94,2.68,8,0.0271
partitioned_grafo10332.94,0,0,0,0,0,0,0,0,94,128,8,86,2.7234,6,0.0293
partitioned_grafo10333.33,6,6,1,1,2,6,0,6,33,36,27,6,2.1818,6,0.0682
partitioned_grafo10334.94,0,0,0,0,0,0,0,0,94,123,17,77,2.617,8,0.0281
partitioned_grafo10335.40,0,0,0,0,0,0,0,0,40,51,4,36,2.55,8,0.0654
partitioned_grafo10336.37,8,10,1,2,3,0,0,0,37,46,6,31,2.4865,5,0.0691
partitioned_grafo10337.36,18,18,3,3,6,3,6,9,36,40,9,27,2.2222,6,0.0635
partitioned_grafo10338.33,27,27,4,5,9,3,5,8,33,42,17,16,2.5455,7,0.0795
partitioned_grafo10339.95,0,0,0,0,0,0,0,0,95,138,5,90,2.9053,7,0.0309
partitioned_grafo1034.29,13,11,2,2,4,8,2,10,29,32,24,5,2.2069,6,0.0788
partitioned_grafo10340.33,30,30,5,5,10,5,6,11,33,37,19,14,2.2424,5,0.0701
partitioned_grafo10341.41,1,53,0,9,9,4,9,13,41,50,17,24,2.439,6,0.061
partitioned_grafo10342.37,12,12,2,2,4,2,8,10,37,47,6,31,2.5405,5,0.0706
partitioned_grafo10343.94,0,0,0,0,0,0,0,0,94,118,16,78,2.5106,8,0.027
partitioned_grafo10344.100,0,0,0,0,0,0,0,0,100,130,38,62,2.6,8,0.0263
partitioned_grafo10345.95,0,0,0,0,0,0,0,0,95,130,83,12,2.7368,8,0.0291
partitioned_grafo10346.97,0,0,0,0,0,0,0,0,97,137,14,83,2.8247,8,0.0294
partitioned_grafo10348.99,0,0,0,0,0,0,0,0,99,131,8,91,2.6465,6,0.027
partitioned_grafo10349.94,0,0,0,0,0,0,0,0,94,128,4,90,2.7234,8,0.0293
partitioned_grafo1035.37,26,22,5,3,8,5,3,8,37,51,13,24,2.7568,7,0.0766
partitioned_grafo10350.96,0,0,0,0,0,0,0,0,96,125,37,59,2.6042,7,0.0274
partitioned_grafo10351.97,0,0,0,0,0,0,0,0,97,140,29,68,2.8866,8,0.0301
partitioned_grafo10352.95,0,0,0,0,0,0,0,0,95,123,8,87,2.5895,7,0.0275
partitioned_grafo10353.99,0,0,0,0,0,0,0,0,99,140,8,91,2.8283,8,0.0289
partitioned_grafo10354.99,0,0,0,0,0,0,0,0,99,150,4,95,3.0303,8,0.0309
partitioned_grafo10355.94,0,0,0,0,0,0,0,0,94,119,75,19,2.5319,8,0.0272
partitioned_grafo10356.97,0,0,0,0,0,0,0,0,97,127,8,89,2.6186,8,0.0273
partitioned_grafo10357.94,0,0,0,0,0,0,0,0,94,126,6,88,2.6809,11,0.0288
partitioned_grafo10358.95,0,0,0,0,0,0,0,0,95,135,10,85,2.8421,8,0.0302
partitioned_grafo10359.95,0,0,0,0,0,0,0,0,95,139,6,89,2.9263,7,0.0311
partitioned_grafo1036.20,23,19,4,3,7,4,4,8,20,24,10,10,2.4,4,0.1263
partitioned_grafo10360.93,0,0,0,0,0,0,0,0,93,118,15,78,2.5376,8,0.0276
partitioned_grafo10361.97,0,0,0,0,0,0,0,0,97,132,11,86,2.7216,7,0.0284
partitioned_grafo10362.94,0,0,0,0,0,0,0,0,94,136,9,85,2.8936,12,0.0311
partitioned_grafo10363.98,0,0,0,0,0,0,0,0,98,125,64,34,2.551,7,0.0263
partitioned_grafo10364.100,0,0,0,0,0,0,0,0,100,121,14,86,2.42,7,0.0244
partitioned_grafo10365.97,0,0,0,0,0,0,0,0,97,137,35,62,2.8247,8,0.0294
partitioned_grafo10366.99,0,0,0,0,0,0,0,0,99,134,16,83,2.7071,7,0.0276
partitioned_grafo10367.96,0,0,0,0,0,0,0,0,96,129,59,37,2.6875,8,0.0283
partitioned_grafo10368.96,0,0,0,0,0,0,0,0,96,124,55,41,2.5833,10,0.0272
partitioned_grafo10369.100,0,0,0,0,0,0,0,0,100,138,12,88,2.76,8,0.0279
partitioned_grafo1037.22,16,14,3,2,5,6,2,8,22,30,14,8,2.7273,5,0.1299
partitioned_grafo10370.98,0,0,0,0,0,0,0,0,98,127,70,28,2.5918,8,0.0267
partitioned_grafo10371.95,0,0,0,0,0,0,0,0,95,125,21,74,2.6316,9,0.028
partitioned_grafo10372.100,0,0,0,0,0,0,0,0,100,127,21,79,2.54,6,0.0257
partitioned_grafo10373.94,0,0,0,0,0,0,0,0,94,122,22,72,2.5957,8,0.0279
partitioned_grafo10374.97,0,0,0,0,0,0,0,0,97,126,86,11,2.5979,8,0.0271
partitioned_grafo10376.92,0,0,0,0,0,0,0,0,92,125,26,66,2.7174,9,0.0299
partitioned_grafo10377.94,0,0,0,0,0,0,0,0,94,129,5,89,2.7447,7,0.0295
partitioned_grafo10378.100,0,0,0,0,0,0,0,0,100,122,14,86,2.44,7,0.0246
partitioned_grafo10379.95,0,0,0,0,0,0,0,0,95,132,82,13,2.7789,10,0.0296
partitioned_grafo1038.23,18,18,3,3,6,3,4,7,23,24,11,12,2.087,4,0.0949
partitioned_grafo10380.98,0,0,0,0,0,0,0,0,98,135,10,88,2.7551,8,0.0284
partitioned_grafo10381.99,0,0,0,0,0,0,0,0,99,128,68,31,2.5859,7,0.0264
partitioned_grafo10382.94,0,0,0,0,0,0,0,0,94,139,87,7,2.9574,8,0.0318
partitioned_grafo10383.99,0,0,0,0,0,0,0,0,99,136,6,93,2.7475,7,0.028
partitioned_grafo10384.99,0,0,0,0,0,0,0,0,99,124,47,52,2.5051,6,0.0256
partitioned_grafo10385.94,0,0,0,0,0,0,0,0,94,128,4,90,2.7234,6,0.0293
partitioned_grafo10386.99,0,0,0,0,0,0,0,0,99,132,4,95,2.6667,10,0.0272
partitioned_grafo10387.97,0,0,0,0,0,0,0,0,97,137,8,89,2.8247,8,0.0294
partitioned_grafo10388.95,0,0,0,0,0,0,0,0,95,136,5,90,2.8632,9,0.0305
partitioned_grafo10389.94,0,0,0,0,0,0,0,0,94,131,64,30,2.7872,9,0.03
partitioned_grafo1039.14,18,18,3,3,6,2,6,8,14,21,6,8,3,8,0.2308
partitioned_grafo10390.95,0,0,0,0,0,0,0,0,95,131,29,66,2.7579,8,0.0293
partitioned_grafo10391.94,0,0,0,0,0,0,0,0,94,129,90,4,2.7447,10,0.0295
partitioned_grafo10392.94,0,0,0,0,0,0,0,0,94,132,7,87,2.8085,6,0.0302
partitioned_grafo10393.96,0,0,0,0,0,0,0,0,96,139,21,75,2.8958,8,0.0305
partitioned_grafo10394.100,0,0,0,0,0,0,0,0,100,127,78,22,2.54,8,0.0257
partitioned_grafo10395.36,14,16,2,3,5,2,12,14,36,44,7,29,2.4444,7,0.0698
partitioned_grafo10396.33,14,16,2,3,5,2,9,11,33,38,6,27,2.303,5,0.072
partitioned_grafo10397.36,19,23,3,4,7,3,7,10,36,46,9,27,2.5556,6,0.073
partitioned_grafo10398.35,12,12,2,2,4,1,7,8,35,40,12,23,2.2857,6,0.0672
partitioned_grafo10399.33,15,15,2,3,5,3,7,10,33,43,10,23,2.6061,7,0.0814
partitioned_grafo1040.25,6,6,1,1,2,0,9,9,25,32,5,20,2.56,8,0.1067
partitioned_grafo10400.33,36,36,6,6,12,7,5,12,33,38,15,18,2.303,5,0.072
partitioned_grafo10401.38,12,6,2,1,3,9,2,11,38,48,23,15,2.5263,7,0.0683
partitioned_grafo10402.40,37,35,6,6,12,9,6,15,40,47,22,18,2.35,5,0.0603
partitioned_grafo10403.38,0,0,0,0,0,0,0,0,38,53,14,24,2.7895,6,0.0754
partitioned_grafo10404.97,0,0,0,0,0,0,0,0,97,130,26,71,2.6804,7,0.0279
partitioned_grafo10405.97,0,0,0,0,0,0,0,0,97,145,4,93,2.9897,9,0.0311
partitioned_grafo10406.97,0,0,0,0,0,0,0,0,97,124,6,91,2.5567,7,0.0266
partitioned_grafo10407.93,0,0,0,0,0,0,0,0,93,121,6,87,2.6022,9,0.0283
partitioned_grafo10408.93,0,0,0,0,0,0,0,0,93,123,4,89,2.6452,8,0.0288
partitioned_grafo10409.96,0,0,0,0,0,0,0,0,96,138,31,65,2.875,8,0.0303
partitioned_grafo1041.49,14,16,2,3,5,1,13,14,49,53,8,41,2.1633,6,0.0451
partitioned_grafo10410.93,0,0,0,0,0,0,0,0,93,124,8,85,2.6667,8,0.029
partitioned_grafo10411.98,0,0,0,0,0,0,0,0,98,130,21,77,2.6531,8,0.0274
partitioned_grafo10412.94,0,0,0,0,0,0,0,0,94,126,6,88,2.6809,8,0.0288
partitioned_grafo10413.93,0,0,0,0,0,0,0,0,93,129,88,5,2.7742,8,0.0302
partitioned_grafo10414.98,0,0,0,0,0,0,0,0,98,132,59,39,2.6939,7,0.0278
partitioned_grafo10415.94,0,0,0,0,0,0,0,0,94,132,12,82,2.8085,7,0.0302
partitioned_grafo10416.96,0,0,0,0,0,0,0,0,96,138,13,83,2.875,7,0.0303
partitioned_grafo10417.95,0,0,0,0,0,0,0,0,95,128,55,40,2.6947,7,0.0287
partitioned_grafo10418.100,0,0,0,0,0,0,0,0,100,141,64,36,2.82,7,0.0285
partitioned_grafo10419.91,0,0,0,0,0,0,0,0,91,132,8,83,2.9011,8,0.0322
partitioned_grafo1042.14,11,13,2,2,4,2,4,6,14,18,6,8,2.5714,5,0.1978
partitioned_grafo10420.97,0,0,0,0,0,0,0,0,97,148,9,88,3.0515,8,0.0318
partitioned_grafo10421.99,0,0,0,0,0,0,0,0,99,139,61,38,2.8081,9,0.0287
partitioned_grafo10422.97,0,0,0,0,0,0,0,0,97,132,24,73,2.7216,8,0.0284
partitioned_grafo10424.93,0,0,0,0,0,0,0,0,93,120,10,83,2.5806,9,0.0281
partitioned_grafo10425.93,0,0,0,0,0,0,0,0,93,122,10,83,2.6237,9,0.0285
partitioned_grafo10426.100,0,0,0,0,0,0,0,0,100,138,4,96,2.76,8,0.0279
partitioned_grafo10427.95,0,0,0,0,0,0,0,0,95,126,4,91,2.6526,8,0.0282
partitioned_grafo10428.35,8,10,1,2,3,0,10,10,35,42,6,29,2.4,6,0.0706
partitioned_grafo10429.100,0,0,0,0,0,0,0,0,100,132,7,93,2.64,8,0.0267
partitioned_grafo1043.15,11,13,1,3,4,1,5,6,15,19,5,10,2.5333,6,0.181
partitioned_grafo10430.95,0,0,0,0,0,0,0,0,95,120,69,26,2.5263,8,0.0269
partitioned_grafo10431.95,0,0,0,0,0,0,0,0,95,132,75,20,2.7789,7,0.0296
partitioned_grafo10432.99,0,0,0,0,0,0,0,0,99,146,6,93,2.9495,9,0.0301
partitioned_grafo10433.97,0,0,0,0,0,0,0,0,97,128,7,90,2.6392,7,0.0275
partitioned_grafo10434.98,0,0,0,0,0,0,0,0,98,140,4,94,2.8571,10,0.0295
partitioned_grafo10435.96,0,0,0,0,0,0,0,0,96,123,8,88,2.5625,7,0.027
partitioned_grafo10436.95,0,0,0,0,0,0,0,0,95,145,33,62,3.0526,11,0.0325
partitioned_grafo10437.97,0,0,0,0,0,0,0,0,97,124,9,88,2.5567,10,0.0266
partitioned_grafo10438.97,0,0,0,0,0,0,0,0,97,128,5,92,2.6392,6,0.0275
partitioned_grafo10439.96,0,0,0,0,0,0,0,0,96,130,78,18,2.7083,8,0.0285
partitioned_grafo1044.23,17,19,3,3,6,3,3,6,23,25,12,11,2.1739,4,0.0988
partitioned_grafo10440.93,0,0,0,0,0,0,0,0,93,123,68,25,2.6452,8,0.0288
partitioned_grafo10441.98,0,0,0,0,0,0,0,0,98,137,25,73,2.7959,7,0.0288
partitioned_grafo10442.97,0,0,0,0,0,0,0,0,97,125,6,91,2.5773,8,0.0268
partitioned_grafo10443.98,0,0,0,0,0,0,0,0,98,125,12,86,2.551,7,0.0263
partitioned_grafo10444.100,0,0,0,0,0,0,0,0,100,136,23,77,2.72,8,0.0275
partitioned_grafo10445.94,0,0,0,0,0,0,0,0,94,140,73,21,2.9787,8,0.032
partitioned_grafo10446.95,0,0,0,0,0,0,0,0,95,153,9,86,3.2211,9,0.0343
partitioned_grafo10447.99,0,0,0,0,0,0,0,0,99,129,5,94,2.6061,8,0.0266
partitioned_grafo10448.98,0,0,0,0,0,0,0,0,98,124,21,77,2.5306,9,0.0261
partitioned_grafo10449.96,0,0,0,0,0,0,0,0,96,126,8,88,2.625,6,0.0276
partitioned_grafo1045.29,18,18,3,3,6,4,4,8,29,39,12,17,2.6897,8,0.0961
partitioned_grafo10450.36,23,19,4,3,7,15,3,18,36,46,30,6,2.5556,6,0.073
partitioned_grafo10451.95,0,0,0,0,0,0,0,0,95,132,7,88,2.7789,7,0.0296
partitioned_grafo10452.94,0,0,0,0,0,0,0,0,94,138,8,86,2.9362,8,0.0316
partitioned_grafo10453.97,0,0,0,0,0,0,0,0,97,136,4,93,2.8041,7,0.0292
partitioned_grafo10454.33,21,21,3,4,7,7,3,10,33,42,17,16,2.5455,8,0.0795
partitioned_grafo10455.38,13,11,2,2,4,10,1,11,38,42,31,7,2.2105,6,0.0597
partitioned_grafo10456.33,0,0,0,0,0,0,0,0,33,38,4,29,2.303,7,0.072
partitioned_grafo10457.36,0,0,0,0,0,0,0,0,36,45,4,32,2.5,7,0.0714
partitioned_grafo10458.31,27,27,4,5,9,4,5,9,31,36,17,14,2.3226,4,0.0774
partitioned_grafo10459.37,17,19,3,3,6,1,5,6,37,46,12,25,2.4865,6,0.0691
partitioned_grafo1046.17,16,14,3,2,5,8,0,8,17,22,12,5,2.5882,7,0.1618
partitioned_grafo10460.36,0,0,0,0,0,0,0,0,36,39,4,32,2.1667,6,0.0619
partitioned_grafo10461.36,0,0,0,0,0,0,0,0,36,45,4,32,2.5,7,0.0714
partitioned_grafo10462.36,18,18,3,3,6,8,2,10,36,40,24,12,2.2222,5,0.0635
partitioned_grafo10463.36,0,0,0,0,0,0,0,0,36,50,15,21,2.7778,5,0.0794
partitioned_grafo10464.96,0,0,0,0,0,0,0,0,96,119,47,49,2.4792,8,0.0261
partitioned_grafo10465.96,0,0,0,0,0,0,0,0,96,129,89,7,2.6875,8,0.0283
partitioned_grafo10466.94,0,0,0,0,0,0,0,0,94,121,42,52,2.5745,8,0.0277
partitioned_grafo10467.100,0,0,0,0,0,0,0,0,100,138,4,96,2.76,8,0.0279
partitioned_grafo10468.99,0,0,0,0,0,0,0,0,99,129,34,65,2.6061,8,0.0266
partitioned_grafo10469.100,0,0,0,0,0,0,0,0,100,148,19,81,2.96,7,0.0299
partitioned_grafo1047.16,0,0,0,0,0,0,0,0,16,20,2,14,2.5,5,0.1667
partitioned_grafo10470.92,0,0,0,0,0,0,0,0,92,135,5,87,2.9348,8,0.0323
partitioned_grafo10471.94,0,0,0,0,0,0,0,0,94,125,7,87,2.6596,7,0.0286
partitioned_grafo10472.32,25,23,4,4,8,6,4,10,32,37,18,14,2.3125,4,0.0746
partitioned_grafo10473.95,0,0,0,0,0,0,0,0,95,125,13,82,2.6316,11,0.028
partitioned_grafo10474.94,0,0,0,0,0,0,0,0,94,142,10,84,3.0213,9,0.0325
partitioned_grafo10475.98,0,0,0,0,0,0,0,0,98,125,12,86,2.551,8,0.0263
partitioned_grafo10476.95,0,0,0,0,0,0,0,0,95,116,12,83,2.4421,6,0.026
partitioned_grafo10477.91,0,0,0,0,0,0,0,0,91,108,6,85,2.3736,5,0.0264
partitioned_grafo10478.94,0,0,0,0,0,0,0,0,94,122,68,26,2.5957,9,0.0279
partitioned_grafo10479.98,0,0,0,0,0,0,0,0,98,130,64,34,2.6531,8,0.0274
partitioned_grafo1048.18,18,18,3,3,6,4,2,6,18,25,12,6,2.7778,7,0.1634
partitioned_grafo10480.95,0,0,0,0,0,0,0,0,95,124,5,90,2.6105,10,0.0278
partitioned_grafo10481.95,0,0,0,0,0,0,0,0,95,120,76,19,2.5263,8,0.0269
partitioned_grafo10482.94,0,0,0,0,0,0,0,0,94,122,4,90,2.5957,8,0.0279
partitioned_grafo10483.34,14,16,2,3,5,1,8,9,34,45,7,27,2.6471,7,0.0802
partitioned_grafo10484.99,0,0,0,0,0,0,0,0,99,147,4,95,2.9697,10,0.0303
partitioned_grafo10485.94,0,0,0,0,0,0,0,0,94,125,59,35,2.6596,10,0.0286
partitioned_grafo10486.97,0,0,0,0,0,0,0,0,97,125,30,67,2.5773,7,0.0268
partitioned_grafo10487.95,0,0,0,0,0,0,0,0,95,121,6,89,2.5474,8,0.0271
partitioned_grafo10488.98,0,0,0,0,0,0,0,0,98,145,6,92,2.9592,7,0.0305
partitioned_grafo10489.95,0,0,0,0,0,0,0,0,95,138,30,65,2.9053,7,0.0309
partitioned_grafo1049.21,6,6,1,1,2,5,1,6,21,22,14,7,2.0952,4,0.1048
partitioned_grafo10490.99,0,0,0,0,0,0,0,0,99,134,5,94,2.7071,8,0.0276
partitioned_grafo10491.97,0,0,0,0,0,0,0,0,97,137,6,91,2.8247,8,0.0294
partitioned_grafo10492.96,0,0,0,0,0,0,0,0,96,153,9,87,3.1875,10,0.0336
partitioned_grafo10493.94,0,0,0,0,0,0,0,0,94,119,16,78,2.5319,10,0.0272
partitioned_grafo10494.40,0,0,0,0,0,0,0,0,40,50,4,36,2.5,7,0.0641
partitioned_grafo10495.97,0,0,0,0,0,0,0,0,97,131,8,89,2.701,10,0.0281
partitioned_grafo10496.98,0,0,0,0,0,0,0,0,98,137,10,88,2.7959,9,0.0288
partitioned_grafo10497.95,0,0,0,0,0,0,0,0,95,125,48,47,2.6316,9,0.028
partitioned_grafo10498.99,0,0,0,0,0,0,0,0,99,129,7,92,2.6061,8,0.0266
partitioned_grafo10499.96,0,0,0,0,0,0,0,0,96,125,10,86,2.6042,8,0.0274
partitioned_grafo1050.18,0,0,0,0,0,0,0,0,18,28,16,2,3.1111,9,0.183
partitioned_grafo10500.91,0,0,0,0,0,0,0,0,91,120,7,84,2.6374,8,0.0293
partitioned_grafo10501.96,0,0,0,0,0,0,0,0,96,138,21,75,2.875,8,0.0303
partitioned_grafo10502.91,0,0,0,0,0,0,0,0,91,136,41,50,2.989,8,0.0332
partitioned_grafo10503.100,0,0,0,0,0,0,0,0,100,132,92,8,2.64,8,0.0267
partitioned_grafo10504.100,0,0,0,0,0,0,0,0,100,129,12,88,2.58,9,0.0261
partitioned_grafo10505.39,0,0,0,0,0,0,0,0,39,52,12,27,2.6667,5,0.0702
partitioned_grafo10506.98,0,0,0,0,0,0,0,0,98,134,14,84,2.7347,11,0.0282
partitioned_grafo10507.93,0,0,0,0,0,0,0,0,93,128,8,85,2.7527,10,0.0299
partitioned_grafo10508.100,0,0,0,0,0,0,0,0,100,143,9,91,2.86,8,0.0289
partitioned_grafo10509.32,0,0,0,0,0,0,0,0,32,38,5,27,2.375,7,0.0766
partitioned_grafo1051.34,25,23,4,4,8,2,4,6,34,38,19,15,2.2353,4,0.0677
partitioned_grafo10510.35,0,0,0,0,0,0,0,0,35,42,3,32,2.4,8,0.0706
partitioned_grafo10511.34,19,17,3,3,6,8,3,11,34,41,25,9,2.4118,8,0.0731
partitioned_grafo10512.36,21,21,4,3,7,8,3,11,36,42,26,10,2.3333,7,0.0667
partitioned_grafo10513.37,14,16,3,2,5,4,16,20,37,47,8,29,2.5405,7,0.0706
